file_name,entity_text,entity_type,start_char,end_char,regulation
tenant-a_log_00.json,132.152.174.180,IP_ADDRESS,49588,49603,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,98.116.101.32,IP_ADDRESS,50869,50882,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,183,224,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,1066,1094,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,1472,1513,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,2354,2382,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,2760,2800,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,3640,3666,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,4044,4085,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,4926,4954,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/carol.smith,AWS_ARN,5332,5374,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,6220,6248,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,6626,6666,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,7509,7535,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,7913,7954,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,8798,8824,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,9202,9242,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,10083,10111,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,10489,10529,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,11367,11393,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,11771,11812,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,12653,12679,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,13057,13098,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,13940,13968,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,14346,14387,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,15226,15252,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,15630,15671,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,16518,16546,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,16924,16964,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,17807,17833,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,18211,18252,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,19090,19116,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/carol.smith,AWS_ARN,19494,19536,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,20380,20406,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/carol.smith,AWS_ARN,20784,20826,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,21672,21700,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,22078,22118,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,22955,22981,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,23359,23400,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,24238,24264,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/carol.smith,AWS_ARN,24642,24684,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,25525,25551,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,25929,25970,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,26814,26840,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,27218,27258,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,28099,28125,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,28503,28543,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,29382,29408,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,29786,29826,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,30665,30691,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/carol.smith,AWS_ARN,31069,31111,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,31961,31989,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,32367,32408,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,33247,33273,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,33651,33692,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,34536,34562,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,34940,34980,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,35822,35850,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,36228,36269,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,37113,37139,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,37517,37557,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,38401,38429,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/carol.smith,AWS_ARN,38807,38849,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,39687,39715,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,40093,40134,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,40973,41001,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/carol.smith,AWS_ARN,41379,41421,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,42263,42291,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,42669,42709,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,43547,43575,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,43953,43993,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,44829,44857,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/carol.smith,AWS_ARN,45235,45277,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-backup,AWS_ARN,46116,46144,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,46522,46563,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,47403,47429,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/alice.chen,AWS_ARN,47807,47848,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,48685,48711,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/carol.smith,AWS_ARN,49089,49131,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,49970,49996,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:iam::123456789012:user/bob.kumar,AWS_ARN,50374,50414,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,arn:aws:s3:::tenant-a-data,AWS_ARN,51251,51277,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,249,261,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,1121,1133,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,1285,1297,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,1538,1550,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,2409,2421,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,2573,2585,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,2825,2837,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,3693,3705,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,3857,3869,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,4110,4122,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,4981,4993,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,5145,5157,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,5399,5411,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,6275,6287,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,6439,6451,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,6691,6703,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,7562,7574,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,7726,7738,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,7979,7991,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,8851,8863,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,9015,9027,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,9267,9279,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,10138,10150,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,10302,10314,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,10554,10566,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,11420,11432,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,11584,11596,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,11837,11849,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,12706,12718,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,12870,12882,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,13123,13135,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,13995,14007,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,14159,14171,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,14412,14424,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,15279,15291,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,15443,15455,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,15696,15708,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,16573,16585,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,16737,16749,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,16989,17001,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,17860,17872,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,18024,18036,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,18277,18289,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,19143,19155,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,19307,19319,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,19561,19573,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,20433,20445,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,20597,20609,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,20851,20863,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,21727,21739,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,21891,21903,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,22143,22155,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,23008,23020,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,23172,23184,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,23425,23437,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,24291,24303,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,24455,24467,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,24709,24721,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,25578,25590,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,25742,25754,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,25995,26007,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,26867,26879,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,27031,27043,"GDPR_Art5_1b, DPDPA_S8"
tenant-a_log_00.json,123456789012,AWS_ACCOUNT_ID,27283,27295,"GDPR_Art5_1b, DPDPA_S8"
